"국가별","항목","단위","2015 년","2016 년","2017 년",
"말라위","HDI 순위[순위]","순위","170","170","171",
"말라위","인간개발지수","",".47",".474",".477",
"말라위","기대수명(세)","","62.7","63.2","63.7",
"말라위","평균교육기간(년)","","4.4","4.5","4.5",
"말라위","기대교육기간(년)","","10.7","10.8","10.8",
"말라위","1인당 GNI(구매력환산기준 2011)[달러]","달러","1052","1053","1064",
"말리","HDI 순위[순위]","순위","175","181","182",
"말리","인간개발지수","",".418",".421",".427",
"말리","기대수명(세)","","57.5","58","58.5",
"말리","평균교육기간(년)","","2.3","2.3","2.3",
"말리","기대교육기간(년)","","7.5","7.5","7.7",
"말리","1인당 GNI(구매력환산기준 2011)[달러]","달러","1865","1901","1953",
"모리타니","HDI 순위[순위]","순위","157","159","159",
"모리타니","인간개발지수","",".514",".516",".52",
"모리타니","기대수명(세)","","63.1","63.2","63.4",
"모리타니","평균교육기간(년)","","4.3","4.4","4.5",
"모리타니","기대교육기간(년)","","8.6","8.6","8.6",
"모리타니","1인당 GNI(구매력환산기준 2011)[달러]","달러","3505","3520","3592",
"모리셔스","HDI 순위[순위]","순위","64","64","65",
"모리셔스","인간개발지수","",".782",".788",".79",
"모리셔스","기대수명(세)","","74.6","74.7","74.9",
"모리셔스","평균교육기간(년)","","9.1","9.3","9.3",
"모리셔스","기대교육기간(년)","","15.1","15.1","15.1",
"모리셔스","1인당 GNI(구매력환산기준 2011)[달러]","달러","18733","19468","20189",
"모로코","HDI 순위[순위]","순위","123","122","123",
"모로코","인간개발지수","",".655",".662",".667",
"모로코","기대수명(세)","","75.6","75.8","76.1",
"모로코","평균교육기간(년)","","5","5.4","5.5",
"모로코","기대교육기간(년)","","12.3","12.4","12.4",
"모로코","1인당 GNI(구매력환산기준 2011)[달러]","달러","7154","7149","7340",
"모잠비크","HDI 순위[순위]","순위","181","179","180",
"모잠비크","인간개발지수","",".432",".435",".437",
"모잠비크","기대수명(세)","","57.7","58.3","58.9",
"모잠비크","평균교육기간(년)","","3.5","3.5","3.5",
"모잠비크","기대교육기간(년)","","9.7","9.7","9.7",
"모잠비크","1인당 GNI(구매력환산기준 2011)[달러]","달러","1094","1098","1093",
"나미비아","HDI 순위[순위]","순위","125","128","129",
"나미비아","인간개발지수","",".642",".645",".647",
"나미비아","기대수명(세)","","63.8","64.4","64.9",
"나미비아","평균교육기간(년)","","6.7","6.8","6.8",
"나미비아","기대교육기간(년)","","12.3","12.3","12.3",
"나미비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","9929","9582","9387",
"니제르","HDI 순위[순위]","순위","187","188","189",
"니제르","인간개발지수","",".347",".351",".354",
"니제르","기대수명(세)","","59.7","60.1","60.4",
"니제르","평균교육기간(년)","","1.8","1.9","2",
"니제르","기대교육기간(년)","","5.3","5.4","5.4",
"니제르","1인당 GNI(구매력환산기준 2011)[달러]","달러","889","898","906",
"나이지리아","HDI 순위[순위]","순위","152","156","157",
"나이지리아","인간개발지수","",".527",".53",".532",
"나이지리아","기대수명(세)","","53","53.4","53.9",
"나이지리아","평균교육기간(년)","","6","6.2","6.2",
"나이지리아","기대교육기간(년)","","10","10","10",
"나이지리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","5527","5326","5231",
"르완다","HDI 순위[순위]","순위","159","157","158",
"르완다","인간개발지수","",".51",".52",".524",
"르완다","기대수명(세)","","66.7","67.1","67.5",
"르완다","평균교육기간(년)","","4","4.1","4.1",
"르완다","기대교육기간(년)","","10.8","11.2","11.2",
"르완다","1인당 GNI(구매력환산기준 2011)[달러]","달러","1688","1744","1811",
"상투메프린시페","HDI 순위[순위]","순위","142","144","143",
"상투메프린시페","인간개발지수","",".58",".584",".589",
"상투메프린시페","기대수명(세)","","66.5","66.6","66.8",
"상투메프린시페","평균교육기간(년)","","5.6","6","6.3",
"상투메프린시페","기대교육기간(년)","","12.5","12.5","12.5",
"상투메프린시페","1인당 GNI(구매력환산기준 2011)[달러]","달러","2946","2894","2941",
"세네갈","HDI 순위[순위]","순위","162","165","164",
"세네갈","인간개발지수","",".492",".499",".505",
"세네갈","기대수명(세)","","66.8","67.1","67.5",
"세네갈","평균교육기간(년)","","2.9","2.9","3",
"세네갈","기대교육기간(년)","","9.3","9.5","9.7",
"세네갈","1인당 GNI(구매력환산기준 2011)[달러]","달러","2227","2297","2384",
"세이셸","HDI 순위[순위]","순위","63","62","62",
"세이셸","인간개발지수","",".791",".793",".797",
"세이셸","기대수명(세)","","73.3","73.5","73.7",
"세이셸","평균교육기간(년)","","9.5","9.5","9.5",
"세이셸","기대교육기간(년)","","14.6","14.7","14.8",
"세이셸","1인당 GNI(구매력환산기준 2011)[달러]","달러","25204","25334","26077",
"시에라리온","HDI 순위[순위]","순위","179","184","184",
"시에라리온","인간개발지수","",".413",".413",".419",
"시에라리온","기대수명(세)","","51.4","51.8","52.2",
"시에라리온","평균교육기간(년)","","3.4","3.4","3.5",
"시에라리온","기대교육기간(년)","","9.5","9.7","9.8",
"시에라리온","1인당 GNI(구매력환산기준 2011)[달러]","달러","1297","1216","1240",
"소말리아","기대수명(세)","","55.9","56.3","56.7",
"남아프리카공화국","HDI 순위[순위]","순위","119","111","113",
"남아프리카공화국","인간개발지수","",".692",".696",".699",
"남아프리카공화국","기대수명(세)","","62","62.8","63.4",
"남아프리카공화국","평균교육기간(년)","","10.1","10.1","10.1",
"남아프리카공화국","기대교육기간(년)","","13.3","13.3","13.3",
"남아프리카공화국","1인당 GNI(구매력환산기준 2011)[달러]","달러","12073","11948","11923",
"수단","HDI 순위[순위]","순위","165","165","167",
"수단","인간개발지수","",".497",".499",".502",
"수단","기대수명(세)","","64.3","64.5","64.7",
"수단","평균교육기간(년)","","3.6","3.6","3.7",
"수단","기대교육기간(년)","","7.3","7.4","7.4",
"수단","1인당 GNI(구매력환산기준 2011)[달러]","달러","3938","4015","4119",
"에스와티니","HDI 순위[순위]","순위","148","141","144",
"에스와티니","인간개발지수","",".584",".586",".588",
"에스와티니","기대수명(세)","","57.1","57.8","58.3",
"에스와티니","평균교육기간(년)","","6.5","6.5","6.5",
"에스와티니","기대교육기간(년)","","11.2","11.2","11.2",
"에스와티니","1인당 GNI(구매력환산기준 2011)[달러]","달러","7836","7702","7620",
"탄자니아","HDI 순위[순위]","순위","151","154","154",
"탄자니아","인간개발지수","",".528",".533",".538",
"탄자니아","기대수명(세)","","65","65.7","66.3",
"탄자니아","평균교육기간(년)","","5.8","5.8","5.8",
"탄자니아","기대교육기간(년)","","8.9","8.9","8.9",
"탄자니아","1인당 GNI(구매력환산기준 2011)[달러]","달러","2449","2557","2655",
"토고","HDI 순위[순위]","순위","166","164","165",
"토고","인간개발지수","",".495",".5",".503",
"토고","기대수명(세)","","59.9","60.2","60.5",
"토고","평균교육기간(년)","","4.7","4.8","4.8",
"토고","기대교육기간(년)","","12.4","12.4","12.4",
"토고","1인당 GNI(구매력환산기준 2011)[달러]","달러","1374","1407","1453",
"튀니지","HDI 순위[순위]","순위","97","96","95",
"튀니지","인간개발지수","",".728",".732",".735",
"튀니지","기대수명(세)","","75.5","75.7","75.9",
"튀니지","평균교육기간(년)","","7","7.1","7.2",
"튀니지","기대교육기간(년)","","14.9","15.1","15.1",
"튀니지","1인당 GNI(구매력환산기준 2011)[달러]","달러","10200","10192","10275",
"우간다","HDI 순위[순위]","순위","163","162","162",
"우간다","인간개발지수","",".505",".508",".516",
"우간다","기대수명(세)","","59.6","59.9","60.2",
"우간다","평균교육기간(년)","","5.7","5.7","6.1",
"우간다","기대교육기간(년)","","11.2","11.3","11.6",
"우간다","1인당 GNI(구매력환산기준 2011)[달러]","달러","1635","1654","1658",
"잠비아","HDI 순위[순위]","순위","139","141","144",
"잠비아","인간개발지수","",".583",".586",".588",
"잠비아","기대수명(세)","","61.4","61.9","62.3",
"잠비아","평균교육기간(년)","","6.9","7","7",
"잠비아","기대교육기간(년)","","12.5","12.5","12.5",
"잠비아","1인당 GNI(구매력환산기준 2011)[달러]","달러","3568","3522","3557",
"짐바브웨","HDI 순위[순위]","순위","154","155","156",
"짐바브웨","인간개발지수","",".529",".532",".535",
"짐바브웨","기대수명(세)","","60.4","61.2","61.7",
"짐바브웨","평균교육기간(년)","","8.2","8.2","8.2",
"짐바브웨","기대교육기간(년)","","10.3","10.3","10.3",
"짐바브웨","1인당 GNI(구매력환산기준 2011)[달러]","달러","1678","1677","1683",
"오스트레일리아","HDI 순위[순위]","순위","2","3","3",
"오스트레일리아","인간개발지수","",".936",".938",".939",
"오스트레일리아","기대수명(세)","","82.7","82.9","83.1",
"오스트레일리아","평균교육기간(년)","","12.8","12.9","12.9",
"오스트레일리아","기대교육기간(년)","","23.3","22.9","22.9",
"오스트레일리아","1인당 GNI(구매력환산기준 2011)[달러]","달러","43138","43637","43560",
"피지","HDI 순위[순위]","순위","91","93","92",
"피지","인간개발지수","",".738",".738",".741",
"피지","기대수명(세)","","70.1","70.3","70.4",
"피지","평균교육기간(년)","","10.8","10.8","10.8",
"피지","기대교육기간(년)","","15.3","15.3","15.3",
"피지","1인당 GNI(구매력환산기준 2011)[달러]","달러","8145","8080","8324",
"키리바시","HDI 순위[순위]","순위","137","134","134",
"키리바시","인간개발지수","",".621",".61",".612",
"키리바시","기대수명(세)","","66.1","66.3","66.5",
"키리바시","평균교육기간(년)","","7.9","7.9","7.9",
"키리바시","기대교육기간(년)","","12.9","12.9","12.9",
"키리바시","1인당 GNI(구매력환산기준 2011)[달러]","달러","3692","3002","3042",
"마셜제도","HDI 순위[순위]","순위","","","106",
"마셜제도","인간개발지수","","","",".708",
"마셜제도","기대수명(세)","","","","73.6",
"마셜제도","평균교육기간(년)","","10.8","10.8","10.9",
"마셜제도","기대교육기간(년)","","","","13",
"마셜제도","1인당 GNI(구매력환산기준 2011)[달러]","달러","4983","5006","5125",
"마이크로네시아","HDI 순위[순위]","순위","127","131","131",
"마이크로네시아","인간개발지수","",".627",".627",".627",
"마이크로네시아","기대수명(세)","","69.1","69.2","69.3",
"마이크로네시아","평균교육기간(년)","","8","8","8",
"마이크로네시아","기대교육기간(년)","","11.7","11.8","11.7",
"마이크로네시아","1인당 GNI(구매력환산기준 2011)[달러]","달러","3887","3789","3843",
"나우루","기대교육기간(년)","","10.4","10.3","10.3",
"나우루","1인당 GNI(구매력환산기준 2011)[달러]","달러","17049","18652","18573",
"뉴질랜드","HDI 순위[순위]","순위","13","16","16",
"뉴질랜드","인간개발지수","",".914",".915",".917",
"뉴질랜드","기대수명(세)","","81.7","81.9","82",
"뉴질랜드","평균교육기간(년)","","12.4","12.5","12.5",
"뉴질랜드","기대교육기간(년)","","18.9","18.9","18.9",
"뉴질랜드","1인당 GNI(구매력환산기준 2011)[달러]","달러","33643","33679","33970",
"팔라우","HDI 순위[순위]","순위","60","59","60",
"팔라우","인간개발지수","",".793",".798",".798",
"팔라우","기대수명(세)","","72.9","73.2","73.4",
"팔라우","평균교육기간(년)","","12.2","12.3","12.3",
"팔라우","기대교육기간(년)","","15.1","15.3","15.6",
"팔라우","1인당 GNI(구매력환산기준 2011)[달러]","달러","13400","13466","12831",
"파푸아뉴기니","HDI 순위[순위]","순위","154","151","153",
"파푸아뉴기니","인간개발지수","",".542",".543",".544",
"파푸아뉴기니","기대수명(세)","","65.4","65.5","65.7",
"파푸아뉴기니","평균교육기간(년)","","4.3","4.6","4.6",
"파푸아뉴기니","기대교육기간(년)","","10.2","9.9","10",
"파푸아뉴기니","1인당 GNI(구매력환산기준 2011)[달러]","달러","3371","3398","3403",
"사모아","HDI 순위[순위]","순위","104","104","104",
"사모아","인간개발지수","",".706",".711",".713",
"사모아","기대수명(세)","","74.8","75","75.2",
"사모아","평균교육기간(년)","","10.3","10.3","10.3",
"사모아","기대교육기간(년)","","12.4","12.5","12.5",
"사모아","1인당 GNI(구매력환산기준 2011)[달러]","달러","5544","5804","5909",
"솔로몬제도","HDI 순위[순위]","순위","156","151","152",
"솔로몬제도","인간개발지수","",".546",".543",".546",
"솔로몬제도","기대수명(세)","","70.4","70.7","71",
"솔로몬제도","평균교육기간(년)","","5.4","5.4","5.5",
"솔로몬제도","기대교육기간(년)","","10.2","10.2","10.2",
"솔로몬제도","1인당 GNI(구매력환산기준 2011)[달러]","달러","1972","1850","1872",
"통가","HDI 순위[순위]","순위","101","98","98",
"통가","인간개발지수","",".721",".724",".726",
"통가","기대수명(세)","","72.9","73","73.2",
"통가","평균교육기간(년)","","11.2","11.2","11.2",
"통가","기대교육기간(년)","","14.3","14.3","14.3",
"통가","1인당 GNI(구매력환산기준 2011)[달러]","달러","5248","5447","5547",
"투발루","기대수명(세)","","68.3","68.6","",
"투발루","1인당 GNI(구매력환산기준 2011)[달러]","달러","5915","5752","5888",
"바누아투","HDI 순위[순위]","순위","134","136","138",
"바누아투","인간개발지수","",".599",".6",".603",
"바누아투","기대수명(세)","","71.9","72.1","72.3",
"바누아투","평균교육기간(년)","","6.8","6.8","6.8",
"바누아투","기대교육기간(년)","","10.9","10.9","10.9",
"바누아투","1인당 GNI(구매력환산기준 2011)[달러]","달러","2877","2928","2995",
